cdate,cp,pctlead,pctlag1,pctlag2,pctlag4,pctlag8
2014-08-21,116.640,0.557,0.560,0.396,-0.909,0.978
2014-08-20,115.990,0.560,-0.164,-0.472,-0.386,0.407
2014-08-19,116.180,-0.164,-0.309,-1.300,0.580,0.354
2014-08-18,116.540,-0.309,-0.994,0.086,1.551,1.604
2014-08-15,117.710,-0.994,1.091,1.905,1.905,2.687
2014-08-14,116.440,1.091,0.805,1.464,0.796,1.908
2014-08-13,115.510,0.805,0.654,0.000,-0.225,0.829
2014-08-12,114.760,0.654,-0.649,-0.658,0.052,0.684
2014-08-11,115.510,-0.649,-0.009,-0.225,0.768,1.041
2014-08-08,115.520,-0.009,-0.216,0.715,1.103,-0.354
2014-08-07,115.770,-0.216,0.933,0.995,1.056,0.225
2014-08-06,114.700,0.933,0.061,0.385,0.632,-0.839
2014-08-05,114.630,0.061,0.324,0.061,0.271,0.271
2014-08-04,114.260,0.324,-0.262,0.246,-1.441,-0.799
2014-08-01,114.560,-0.262,0.509,0.210,-0.822,-0.668
2014-07-31,113.980,0.509,-0.297,-1.682,-1.461,-0.964
2014-07-30,114.320,-0.297,-1.389,-1.030,0.000,-0.175
2014-07-29,115.930,-1.389,0.364,0.225,0.651,0.905
2014-07-28,115.510,0.364,-0.138,1.041,0.156,1.807
2014-07-25,115.670,-0.138,1.181,0.425,0.504,2.490
2014-07-24,114.320,1.181,-0.747,-0.876,-0.175,1.088
2014-07-23,115.180,-0.747,-0.130,0.078,0.252,1.409
2014-07-22,115.330,-0.130,0.209,0.707,1.648,2.189
2014-07-21,115.090,0.209,0.498,0.174,1.976,2.003
2014-07-18,114.520,0.498,-0.322,0.934,1.264,1.579
2014-07-17,114.890,-0.322,1.260,1.799,1.153,3.050
2014-07-16,113.460,1.260,0.532,0.327,0.532,2.512
2014-07-15,112.860,0.532,-0.203,-0.634,0.027,1.602
2014-07-14,113.090,-0.203,-0.431,0.204,0.310,0.721
2014-07-11,113.580,-0.431,0.638,0.665,1.875,0.053
2014-07-10,112.860,0.638,0.027,0.106,1.970,-0.336
2014-07-09,112.830,0.027,0.080,1.202,1.575,-0.511
2014-07-08,112.740,0.080,1.121,1.861,0.410,-0.115
2014-07-07,111.490,1.121,0.732,0.369,-1.788,-0.968
2014-07-03,110.680,0.732,-0.360,-1.425,-2.261,-0.691
2014-07-02,111.080,-0.360,-1.069,-2.149,-2.054,-0.644
2014-07-01,112.280,-1.069,-1.092,-0.848,-0.523,1.190
2014-06-30,113.520,-1.092,0.247,0.097,0.835,0.996
2014-06-27,113.240,0.247,-0.150,0.328,1.606,1.524
2014-06-26,113.410,-0.150,0.478,0.737,1.440,0.872
2014-06-25,112.870,0.478,0.258,1.274,1.721,0.642
2014-06-24,112.580,0.258,1.014,0.698,0.160,0.330
2014-06-23,111.450,1.014,-0.313,0.442,-0.081,0.207
2014-06-20,111.800,-0.313,0.757,-0.534,-0.560,0.703
2014-06-19,110.960,0.757,-1.281,-0.520,-1.061,-0.422
2014-06-18,112.400,-1.281,0.771,-0.027,0.169,0.726
2014-06-17,111.540,0.771,-0.792,-0.544,0.288,-0.045
2014-06-16,112.430,-0.792,0.250,0.196,1.270,0.798
2014-06-13,112.150,0.250,-0.053,0.836,0.646,0.520
2014-06-12,112.210,-0.053,0.890,1.072,0.556,-0.664
2014-06-11,111.220,0.890,0.180,-0.188,-0.332,-2.524
2014-06-10,111.020,0.180,-0.368,-0.511,-0.466,-2.742
2014-06-09,111.430,-0.368,-0.143,-0.143,-0.125,-2.902
2014-06-06,111.590,-0.143,0.000,0.045,-1.213,-1.561
2014-06-05,111.590,0.000,0.045,0.018,-2.200,-0.985
2014-06-04,111.540,0.045,-0.027,-1.257,-2.286,-0.500
2014-06-03,111.570,-0.027,-1.231,-2.217,-2.780,-0.615
2014-06-02,112.960,-1.231,-0.999,-1.042,-0.353,0.009
2014-05-30,114.100,-0.999,-0.044,-0.575,1.242,1.242
2014-05-29,114.150,-0.044,-0.532,0.697,1.829,0.537
2014-05-28,114.760,-0.532,1.235,1.828,2.227,0.790
2014-05-27,113.360,1.235,0.586,1.124,0.363,0.354
2014-05-23,112.700,0.586,0.535,0.392,0.000,0.850
2014-05-22,112.100,0.535,-0.143,-0.753,-1.268,1.182
2014-05-21,112.260,-0.143,-0.611,-0.390,-1.405,0.917
2014-05-20,112.950,-0.611,0.222,-0.520,-0.009,1.210
2014-05-19,112.700,0.222,-0.740,-1.019,0.850,0.553
2014-05-16,113.540,-0.740,-0.281,0.513,2.482,0.942
2014-05-15,113.860,-0.281,0.797,1.888,2.355,1.633
2014-05-14,112.960,0.797,1.083,1.959,1.219,0.222
2014-05-13,111.750,1.083,0.867,0.458,-0.294,-0.241
2014-05-12,110.790,0.867,-0.405,-0.726,-1.502,-0.279
2014-05-09,111.240,-0.405,-0.323,-0.749,-0.705,0.542
2014-05-08,111.600,-0.323,-0.428,-0.782,-0.985,0.731
2014-05-07,112.080,-0.428,-0.356,0.045,0.054,0.674
2014-05-06,112.480,-0.356,0.402,-0.204,1.242,1.178
2014-05-05,112.030,0.402,-0.603,0.009,1.256,0.964
2014-05-02,112.710,-0.603,0.616,1.449,1.733,2.157
2014-05-01,112.020,0.616,0.828,1.247,0.620,1.873
2014-04-30,111.100,0.828,0.416,0.280,-0.063,0.954
2014-04-29,110.640,0.416,-0.135,-0.620,-0.288,-0.566
2014-04-28,110.790,-0.135,-0.485,-0.342,0.417,-0.306
2014-04-25,111.330,-0.485,0.144,0.333,1.246,0.806
2014-04-24,111.170,0.144,0.189,0.761,1.018,0.397
2014-04-23,110.960,0.189,0.571,0.909,-0.279,1.020
2014-04-22,110.330,0.571,0.336,0.254,-0.720,1.378
2014-04-21,109.960,0.336,-0.082,-1.177,-0.435,0.539
2014-04-17,110.050,-0.082,-1.096,-0.972,-0.614,0.862
2014-04-16,111.270,-1.096,0.126,0.752,1.302,2.591
2014-04-15,111.130,0.126,0.625,0.361,2.113,3.146
2014-04-14,110.440,0.625,-0.262,0.546,0.978,2.955
2014-04-11,110.730,-0.262,0.810,1.746,1.485,2.632
2014-04-10,109.840,0.810,0.928,0.430,1.272,0.678
2014-04-09,108.830,0.928,-0.494,-0.257,1.012,-0.494
2014-04-08,109.370,-0.494,0.238,0.839,1.958,-0.564
2014-04-07,109.110,0.238,0.599,1.272,1.131,-0.302
2014-04-04,108.460,0.599,0.668,1.109,-0.587,-0.120
2014-04-03,107.740,0.668,0.438,-0.139,-1.490,-1.156
2014-04-02,107.270,0.438,-0.575,-1.677,-2.473,-0.887
2014-04-01,107.890,-0.575,-1.109,-1.353,-1.416,0.766
2014-03-31,109.100,-1.109,-0.247,-0.809,0.470,1.715
2014-03-28,109.370,-0.247,-0.564,-0.064,0.339,1.175
2014-03-27,109.990,-0.564,0.503,1.289,1.626,2.117
2014-03-26,109.440,0.503,0.783,0.404,2.214,0.848
2014-03-25,108.590,0.783,-0.376,0.333,1.240,0.083
2014-03-24,109.000,-0.376,0.711,1.803,0.833,1.812
2014-03-21,108.230,0.711,1.083,0.904,0.483,1.796
2014-03-20,107.070,1.083,-0.177,-0.953,-1.336,0.971
2014-03-19,107.260,-0.177,-0.777,-0.418,-1.143,1.294
2014-03-18,108.100,-0.777,0.362,-0.387,0.971,1.445
2014-03-17,107.710,0.362,-0.746,-0.728,1.307,0.084
2014-03-14,108.520,-0.746,0.018,1.364,2.339,1.052
2014-03-13,108.500,0.018,1.345,2.050,2.465,-0.486
2014-03-12,107.060,1.345,0.696,0.962,0.469,-1.391
2014-03-11,106.320,0.696,0.264,0.406,-1.208,-2.018
2014-03-10,106.040,0.264,0.142,-0.488,-1.257,-1.742
2014-03-07,105.890,0.142,-0.629,-1.608,-2.880,-1.360
2014-03-06,106.560,-0.629,-0.985,-0.773,-1.851,0.150
2014-03-05,107.620,-0.985,0.214,-1.293,-0.820,0.891
2014-03-04,107.390,0.214,-1.504,-1.087,-0.491,1.206
2014-03-03,109.030,-1.504,0.424,0.479,1.565,2.501
2014-02-28,108.570,0.424,0.055,0.602,2.039,1.638
2014-02-27,108.510,0.055,0.547,1.081,1.725,1.811
2014-02-26,107.920,0.547,0.531,1.429,1.706,1.314
2014-02-25,107.350,0.531,0.893,0.637,0.921,1.350
2014-02-24,106.400,0.893,-0.253,0.273,-0.393,-0.066
2014-02-21,106.670,-0.253,0.528,0.282,0.084,-0.392
2014-02-20,106.110,0.528,-0.244,-0.665,-0.385,-0.637
2014-02-19,106.370,-0.244,-0.421,-0.197,0.425,-0.309
2014-02-18,106.820,-0.421,0.225,0.282,0.329,-0.317
2014-02-14,106.580,0.225,0.056,0.623,-0.476,-1.461
2014-02-13,106.520,0.056,0.566,0.047,-0.253,-2.561
2014-02-12,105.920,0.566,-0.517,-1.093,-0.731,-2.180
2014-02-11,106.470,-0.517,-0.579,-0.300,-0.644,-1.013
2014-02-10,107.090,-0.579,0.281,0.366,-0.989,-0.723
2014-02-07,106.790,0.281,0.084,-0.345,-2.314,-0.187
2014-02-06,106.700,0.084,-0.429,-1.350,-1.459,-0.028
2014-02-05,107.160,-0.429,-0.925,-1.976,-0.372,-0.298
2014-02-04,108.160,-0.925,-1.061,-0.111,0.269,1.283
2014-02-03,109.320,-1.061,0.960,1.636,2.178,3.818
2014-01-31,108.280,0.960,0.669,0.380,1.452,2.577
2014-01-30,107.560,0.669,-0.287,0.533,0.074,1.972
2014-01-29,107.870,-0.287,0.823,1.068,1.011,2.694
2014-01-28,106.990,0.823,0.244,-0.456,1.605,2.540
2014-01-27,106.730,0.244,-0.698,-0.056,1.108,2.183
2014-01-24,107.480,-0.698,0.646,2.070,1.896,2.430
2014-01-23,106.790,0.646,1.415,1.165,1.666,2.279
2014-01-22,105.300,1.415,-0.246,-0.171,0.920,2.055
2014-01-21,105.560,-0.246,0.076,0.495,1.063,2.905
2014-01-17,105.480,0.076,0.419,1.093,0.524,2.547
2014-01-16,105.040,0.419,0.671,0.565,0.603,2.378
2014-01-15,104.340,0.671,-0.105,-0.562,1.124,2.124
2014-01-14,104.450,-0.105,-0.457,0.038,1.823,2.232
2014-01-13,104.930,-0.457,0.498,1.696,2.012,3.014
2014-01-10,104.410,0.498,1.192,1.784,1.764,1.853
2014-01-09,103.180,1.192,0.585,0.311,0.989,1.346
2014-01-08,102.580,0.585,-0.272,-0.019,0.401,0.470
2014-01-07,102.860,-0.272,0.253,0.675,0.982,0.029
2014-01-06,102.600,0.253,0.421,0.421,0.088,-1.023
2014-01-03,102.170,0.421,0.000,0.304,0.354,-1.995
2014-01-02,102.170,0.000,0.304,-0.332,0.069,-0.487
2013-12-31,101.860,0.304,-0.634,0.049,-0.943,-0.885
2013-12-30,102.510,-0.634,0.688,0.402,-1.109,-0.755
2013-12-27,101.810,0.688,-0.284,-0.992,-2.341,-0.992
2013-12-26,102.100,-0.284,-0.710,-1.505,-0.555,-1.075
2013-12-24,102.830,-0.710,-0.801,-1.362,0.058,0.117
2013-12-23,103.660,-0.801,-0.566,0.964,0.358,0.543
2013-12-20,104.250,-0.566,1.539,1.440,1.381,0.337
2013-12-19,102.670,1.539,-0.097,-0.600,-0.523,-0.475
2013-12-18,102.770,-0.097,-0.503,-0.058,0.058,-0.146
2013-12-17,103.290,-0.503,0.447,0.078,0.184,0.840
2013-12-16,102.830,0.447,-0.368,0.117,-1.030,0.107
2013-12-13,103.210,-0.368,0.487,0.107,0.048,-0.482
2013-12-12,102.710,0.487,-0.378,-1.145,-0.204,-0.600
2013-12-11,103.100,-0.378,-0.770,-0.058,0.654,-1.292
2013-12-10,103.900,-0.770,0.717,0.952,1.149,-0.498
2013-12-09,103.160,0.717,0.233,0.713,-0.530,-1.377
2013-12-06,102.920,0.233,0.478,0.195,-0.397,-1.238
2013-12-05,102.430,0.478,-0.282,-1.234,-1.934,-1.424
2013-12-04,102.720,-0.282,-0.955,-0.590,-1.628,-0.223
2013-12-03,103.710,-0.955,0.368,-0.708,-0.851,0.905
2013-12-02,103.330,0.368,-1.072,-1.044,-0.844,-1.176
2013-11-29,104.450,-1.072,0.029,-0.143,0.520,-0.864
2013-11-27,104.420,0.029,-0.172,0.202,1.428,-0.296
2013-11-26,104.600,-0.172,0.374,0.664,1.771,0.077
2013-11-25,104.210,0.374,0.289,1.224,-0.335,0.318
2013-11-22,103.910,0.289,0.932,1.099,-1.376,0.396
2013-11-21,102.950,0.932,0.165,-1.540,-1.700,-0.068
2013-11-20,102.780,0.165,-1.702,-2.449,-1.665,-0.609
2013-11-19,104.560,-1.702,-0.759,-0.162,0.655,-1.321
2013-11-18,105.360,-0.759,0.602,0.804,1.797,0.276
2013-11-15,104.730,0.602,0.201,0.818,1.660,-0.276
2013-11-14,104.520,0.201,0.616,0.986,1.073,-1.665
2013-11-13,103.880,0.616,0.367,0.835,-1.963,-2.175
2013-11-12,103.500,0.367,0.466,0.087,-1.494,-3.846
2013-11-11,103.020,0.466,-0.377,-2.775,-1.904,-4.087
2013-11-08,103.410,-0.377,-2.407,-1.580,-2.710,-4.303
2013-11-07,105.960,-2.407,0.847,0.895,-0.217,-1.816
2013-11-06,105.070,0.847,0.048,-1.148,-2.388,-2.973
2013-11-05,105.020,0.048,-1.195,-1.102,-2.225,-2.660
2013-11-04,106.290,-1.195,0.094,-1.254,-1.638,-1.865
2013-11-01,106.190,0.094,-1.347,-1.136,-1.603,-1.576
2013-10-31,107.640,-1.347,0.214,-0.389,-0.600,0.881
2013-10-30,107.410,0.214,-0.602,-0.473,-0.445,0.346
2013-10-29,108.060,-0.602,0.130,-0.212,-0.231,1.170
2013-10-28,107.920,0.130,-0.342,0.028,0.028,1.956
2013-10-25,108.290,-0.342,0.371,-0.018,1.490,3.587
2013-10-24,107.890,0.371,-0.388,0.000,0.794,3.135
