cdate,cp,pctlead,dow,dom,moy,eem4,eem5,eem6,eem7,efa4,efa5,efa6,efa7,ewj4,ewj5,ewj6,ewj7,fxi4,fxi5,fxi6,fxi7,gld4,gld5,gld6,gld7,iwm4,iwm5,iwm6,iwm7,mdy4,mdy5,mdy6,mdy7,tlt4,tlt5,tlt6,tlt7,xom4,xom5,xom6,xom7,gspc4,gspc5,gspc6,gspc7
2010-04-16,1192.13,0.452,5,16,04,-2.926,-3.456,-2.233,-2.926,-2.207,-2.274,-1.064,-0.264,-1.869,-1.408,-1.13,-0.943,-3.622,-4.449,-3.819,-3.49,-2.121,-1.584,-1.566,0.189,-1.339,-1.039,1.304,1.911,-1.234,-1.254,0.554,0.813,0.729,0.842,0.458,2.568,-0.483,-0.991,-1.135,0.044,-1.613,-1.53,-0.364,0.226
2010-04-15,1211.67,-1.613,4,15,04,-0.546,0.923,-0.091,0.298,-0.069,1.257,1.487,1.701,0.469,0.943,0.564,1.23,-0.858,0.137,-1.547,0.251,0.549,0.852,0.009,2.489,0.305,2.447,3.103,3.902,-0.02,1.447,1.941,2.572,0.112,-0.591,0.258,1.989,-0.51,-0.583,-0.727,0.103,0.084,1.2,1.448,2.041
2010-04-14,1210.65,0.084,3,14,04,1.477,1.266,1.08,1.758,1.327,1.238,2.89,1.878,0.472,0.282,0.377,0.472,1.004,0.659,1.165,2.334,0.302,0.018,0.337,2.512,2.136,2.367,3.408,5.524,1.467,1.831,2.999,4.188,-0.702,-0.38,0.383,0.18,-0.073,-0.146,1.105,1.479,1.115,1.184,2.041,2.763
2010-04-13,1197.3,1.115,2,13,04,-0.207,-1.005,-0.046,2.896,-0.087,0.227,1.434,2.322,-0.188,-0.376,0.0,1.533,-0.341,-1.682,0.643,4.133,-0.283,-0.836,0.178,3.433,0.227,0.641,1.144,4.277,0.358,0.487,1.323,3.779,0.324,0.854,1.138,0.268,-0.073,-0.145,1.96,2.508,0.069,0.245,1.256,2.383
2010-04-12,1196.48,0.069,1,12,04,-0.799,-0.184,-0.709,3.405,0.315,1.631,0.809,2.412,-0.188,0.094,0.189,0.473,-1.346,0.503,0.342,4.094,-0.554,0.32,1.783,4.668,0.413,1.017,0.599,3.144,0.129,1.148,0.257,2.699,0.528,0.766,2.1,0.63,-0.073,1.253,1.193,2.476,0.177,0.846,0.592,1.978
2010-04-09,1194.37,0.177,5,09,04,0.621,0.969,0.39,4.637,1.312,1.204,0.21,2.09,0.283,0.377,0.662,1.237,1.873,2.365,1.827,7.136,0.879,1.022,2.48,4.497,0.601,0.501,0.775,3.036,1.018,0.832,0.619,2.738,0.237,0.282,1.726,0.418,1.326,2.109,0.836,2.169,0.668,1.008,0.584,1.803
2010-04-08,1186.44,0.668,4,08,04,0.346,-0.526,0.671,5.864,-0.106,-0.809,-0.983,1.621,0.094,0.094,0.094,2.216,0.482,-0.16,1.156,7.201,0.142,1.459,2.168,3.739,-0.1,-0.414,2.046,2.979,-0.184,-0.88,1.154,2.601,0.045,1.324,-0.202,-0.202,0.772,-0.059,0.37,1.984,0.337,-0.252,0.708,1.702
2010-04-07,1182.45,0.337,3,07,04,-0.869,-0.573,2.944,6.015,-0.703,-0.982,0.875,2.729,0.0,0.284,1.533,3.718,-0.639,-0.525,3.468,8.846,1.315,1.443,3.249,5.347,-0.314,0.273,3.097,3.037,-0.698,-0.211,2.424,2.589,1.278,1.44,-0.86,0.034,-0.825,-1.247,0.537,1.569,-0.588,-0.42,1.113,1.434
2010-04-06,1189.44,-0.588,2,06,04,0.298,1.203,4.143,6.657,-0.281,-0.176,1.59,3.4,0.284,0.0,0.284,3.113,0.114,1.317,3.739,7.556,0.126,0.698,2.834,4.45,0.588,2.47,2.53,2.71,0.49,2.053,2.435,2.62,0.16,-1.506,-1.44,-1.86,-0.425,0.429,1.268,2.105,0.168,0.963,1.378,1.86
2010-04-05,1187.44,0.168,1,05,04,0.902,3.538,4.23,4.756,0.105,1.876,1.876,1.985,-0.283,1.245,0.571,1.148,1.202,4.014,5.214,6.183,0.571,1.781,1.968,2.373,1.871,2.817,2.244,0.693,1.555,2.64,2.105,1.184,-1.664,-2.268,-1.287,-3.805,0.858,1.807,1.322,1.852,0.793,1.54,1.212,1.13
2010-04-01,1178.1,0.793,4,01,04,2.612,2.905,5.158,4.548,1.768,1.768,2.63,2.593,1.533,0.284,2.119,2.415,2.779,2.39,5.976,5.254,1.202,2.121,1.538,2.329,0.929,0.058,0.914,0.102,1.069,0.375,1.43,0.528,-0.615,0.067,0.0,-2.638,0.941,0.835,1.608,0.956,0.741,0.412,0.987,1.054
2010-03-31,1169.43,0.741,3,31,03,0.286,0.669,2.983,2.258,0.0,0.0,1.837,1.102,-1.23,-0.666,2.153,1.359,-0.379,1.153,5.197,2.483,0.908,0.184,2.032,0.619,-0.863,-0.557,-0.059,0.579,-0.687,-0.521,0.161,0.689,0.686,1.004,0.902,-1.929,-0.104,-0.475,1.026,-0.089,-0.327,-0.323,0.317,0.822
2010-03-30,1173.27,-0.327,2,30,03,0.382,2.19,2.414,0.647,0.0,0.847,1.782,0.072,0.571,1.83,2.821,2.422,1.538,3.502,3.68,2.028,-0.717,-0.571,1.571,-2.148,0.308,0.855,0.176,0.19,0.167,1.052,0.181,0.021,0.316,-0.067,-0.426,-2.501,-0.371,0.766,0.827,-0.505,0.004,0.573,0.475,0.638
2010-03-29,1173.22,0.004,1,29,03,1.8,2.298,0.504,-0.499,0.847,1.837,0.107,-0.515,1.252,2.838,0.574,1.155,1.935,3.998,0.921,0.0,0.147,1.845,0.397,-0.766,0.546,0.501,-1.517,-0.424,0.883,0.686,-0.902,-0.615,-0.382,-0.101,-2.551,-3.127,1.142,1.508,0.523,-0.089,0.568,0.643,-0.081,0.601
2010-03-26,1166.59,0.568,5,26,03,0.489,0.219,-0.581,-1.202,0.982,0.927,-0.036,-0.822,1.566,0.973,0.29,0.29,2.024,0.172,-0.681,-0.317,1.695,2.154,0.78,-1.639,-0.044,-0.674,-0.805,-0.382,-0.196,-0.862,-0.889,-0.786,0.282,-0.358,-2.638,-2.339,0.362,0.06,-0.642,-0.045,0.074,-0.097,0.067,0.615
2010-03-25,1165.73,0.074,4,25,03,-0.268,-1.754,-0.704,-0.414,-0.055,-1.699,-0.722,-0.543,-0.584,-2.201,-0.777,-0.293,-1.816,-2.958,-2.58,-1.791,0.452,-1.422,-1.385,-1.458,-0.63,-2.008,0.638,0.519,-0.667,-1.577,0.528,0.563,-0.639,-2.452,-2.805,-1.837,-0.301,-0.971,-1.104,0.0,-0.17,-0.719,0.503,1.323
2010-03-24,1167.72,-0.17,3,24,03,-1.489,-0.798,-1.725,-0.87,-1.645,-0.954,-1.68,-1.186,-1.627,-0.676,-0.388,-0.194,-1.164,-0.851,-1.593,-1.164,-1.865,-1.346,-3.661,-1.528,-1.387,-0.132,0.015,0.812,-0.916,-0.028,-0.16,0.99,-1.826,-2.288,-2.084,-1.337,-0.672,-0.702,-1.321,-0.449,-0.549,0.164,0.162,1.542
2010-03-23,1174.17,-0.549,2,23,03,0.701,1.068,-0.999,0.289,0.702,0.993,-0.622,1.139,0.966,1.456,0.577,2.451,0.316,0.389,-0.913,-0.266,0.529,0.037,-1.159,-0.258,1.273,2.7,1.11,2.185,0.896,2.138,0.29,2.217,-0.471,-0.362,-0.59,1.123,-0.03,-0.134,-0.609,-0.402,0.717,1.23,0.683,2.08
2010-03-22,1165.81,0.717,1,22,03,0.364,-0.935,-0.625,-0.386,0.289,-0.733,-0.786,0.817,0.485,0.291,0.0,2.475,0.073,-0.748,0.366,-0.964,-0.489,-2.347,-2.4,-0.664,1.409,0.146,0.426,1.199,1.231,-0.132,0.104,1.76,0.11,0.208,0.307,1.976,-0.104,-0.623,0.601,-0.372,0.51,-0.002,0.548,1.763
2010-03-19,1159.9,0.51,5,19,03,-1.294,-2.045,0.292,-0.049,-1.019,-1.599,0.181,0.948,-0.194,-0.866,0.488,1.278,-0.821,-1.297,0.81,-0.797,-1.867,-1.195,-0.074,-1.312,-1.245,-1.548,-0.119,0.642,-1.346,-1.809,0.035,1.34,0.099,-0.23,0.996,1.603,-0.519,-0.475,1.116,0.389,-0.509,-0.541,0.816,1.705
2010-03-18,1165.83,-0.509,4,18,03,-0.761,0.312,0.87,1.83,-0.586,-0.054,0.503,1.746,-0.674,-0.29,0.194,1.077,-0.481,1.123,0.436,0.242,0.684,-0.054,2.214,0.419,-0.307,0.279,0.797,2.277,-0.47,0.236,1.151,2.752,-0.328,0.099,0.763,1.526,0.045,1.232,0.883,1.369,-0.033,0.549,1.377,2.401
2010-03-17,1166.21,-0.033,3,17,03,1.082,2.386,1.301,2.686,0.536,1.809,1.772,2.346,0.386,1.366,1.863,2.465,1.611,2.135,0.653,1.068,-0.734,1.135,0.912,-1.101,0.588,1.452,1.063,2.777,0.709,1.879,1.922,3.436,0.428,1.228,1.724,1.329,1.187,1.599,0.208,1.339,0.582,1.365,1.388,2.416
2010-03-16,1159.46,0.582,2,16,03,1.29,0.556,0.241,4.235,1.267,0.557,1.616,3.783,0.976,0.485,2.475,3.088,0.515,-0.679,-1.325,1.992,1.883,2.27,1.779,-0.388,0.859,0.517,0.77,4.258,1.161,0.912,1.654,4.166,0.797,0.663,1.663,-0.426,0.407,-0.344,-0.967,1.789,0.778,0.823,1.209,3.249
2010-03-15,1150.51,0.778,1,15,03,-0.725,-1.06,-0.34,2.368,-0.701,-0.036,0.766,2.219,-0.485,0.49,0.787,1.085,-1.188,-1.451,-1.594,-0.074,0.38,-0.221,-1.24,-2.929,-0.34,-0.384,0.761,3.639,-0.246,0.042,1.304,3.0,-0.133,0.489,0.601,-0.692,-0.749,-1.369,-0.719,1.33,0.045,0.023,0.882,2.835
2010-03-12,1149.99,0.045,5,12,03,-0.337,-0.313,0.952,3.244,0.669,1.053,1.237,4.174,0.98,1.98,0.881,2.284,-0.266,-0.65,-0.194,0.831,-0.599,-0.479,-1.756,-2.765,-0.044,0.252,1.468,4.587,0.289,0.735,1.583,3.735,0.623,0.993,0.757,-0.811,-0.625,-0.625,0.481,2.0,-0.022,0.382,1.009,2.833
2010-03-11,1150.24,-0.022,4,11,03,0.024,0.728,1.368,4.77,0.381,0.802,0.564,4.262,0.99,0.295,0.592,1.594,-0.385,-0.145,0.413,1.872,0.12,-1.021,-1.994,-0.758,0.296,1.15,1.696,5.431,0.445,1.262,1.486,4.142,0.368,0.111,-0.388,-1.555,0.0,0.659,1.128,2.783,0.404,0.858,1.013,3.095
2010-03-10,1145.61,0.404,3,10,03,0.704,1.269,3.984,6.52,0.419,0.182,2.132,4.675,-0.688,-1.077,0.598,1.61,0.241,0.46,3.362,4.85,-1.139,-1.283,-2.129,-0.877,0.851,1.214,3.461,7.564,0.813,0.841,2.47,5.592,-0.256,-0.234,-2.055,-2.269,0.659,1.113,2.783,3.415,0.452,0.625,2.016,3.723
2010-03-09,1140.45,0.452,2,09,03,0.561,0.635,2.717,6.845,-0.236,-0.236,1.443,4.876,-0.392,0.296,0.296,2.935,0.218,0.559,1.545,6.207,-0.146,-0.984,-1.711,1.302,0.36,0.54,2.856,6.216,0.029,0.221,1.674,4.592,0.022,-0.499,-1.286,-1.513,0.451,0.466,2.063,2.518,0.171,0.154,1.936,3.401
2010-03-08,1138.5,0.171,1,08,03,0.073,2.681,2.271,5.374,0.0,1.947,2.901,4.485,0.69,1.693,1.39,3.55,0.34,2.888,1.027,5.086,-0.839,-0.857,-1.027,2.347,0.18,2.221,3.073,5.869,0.193,1.616,2.119,4.805,-0.521,-1.826,-1.557,-0.981,0.015,1.651,1.512,1.419,-0.018,1.383,1.805,3.009
2010-03-05,1138.7,-0.018,5,05,03,2.606,2.069,3.357,6.308,1.947,1.683,3.677,5.144,0.996,0.0,0.996,3.049,2.54,0.981,1.454,6.546,-0.018,-0.735,1.261,2.706,2.037,2.303,3.673,6.575,1.42,1.449,2.617,5.549,-1.312,-0.791,-1.171,-0.221,1.636,1.589,1.636,2.356,1.401,1.78,2.061,4.029
2010-03-04,1122.97,1.401,4,04,03,-0.523,-0.399,2.438,1.217,-0.259,0.936,2.49,1.678,-0.986,-0.298,1.006,1.619,-1.52,-1.809,1.44,2.554,-0.717,-0.171,1.279,1.614,0.261,0.834,3.965,3.225,0.029,0.495,3.046,2.663,0.528,0.274,-0.218,2.683,-0.046,-0.137,0.615,0.0,0.374,0.417,1.673,1.35
2010-03-03,1118.79,0.374,3,03,03,0.125,1.262,4.019,1.879,1.198,1.961,3.384,2.134,0.695,0.996,2.632,3.893,-0.293,0.468,4.591,4.484,0.549,2.01,3.065,1.973,0.571,1.338,3.267,3.267,0.466,1.151,2.87,2.778,-0.252,-0.383,-0.23,1.722,-0.092,0.046,0.445,-0.668,0.043,0.276,1.437,0.867
2010-03-02,1118.31,0.043,2,02,03,1.136,2.849,3.034,0.881,0.754,1.539,1.539,0.3,0.299,1.308,2.13,1.512,0.764,3.309,4.018,2.997,1.453,1.453,3.409,0.946,0.763,3.105,2.713,2.81,0.682,2.538,2.63,2.485,-0.131,-0.491,0.584,2.529,0.138,0.754,-0.092,-0.713,0.233,1.251,1.183,1.044
2010-03-01,1115.71,0.233,1,01,03,1.694,2.722,2.856,0.126,0.779,1.396,1.415,0.113,1.006,1.619,2.033,1.414,2.526,4.104,5.019,2.242,0.0,1.034,1.427,0.165,2.325,1.903,2.8,2.865,1.844,1.7,2.858,2.541,-0.36,0.154,0.962,2.25,0.615,0.399,0.708,-0.547,1.016,1.158,1.929,1.473
2010-02-26,1104.49,1.016,5,26,02,1.011,0.18,-1.192,-1.192,0.612,0.0,-0.792,-0.529,0.607,0.811,0.607,0.404,1.539,0.687,1.098,0.076,1.034,1.928,0.33,-0.173,-0.412,-0.381,-0.711,1.209,-0.142,0.09,-0.372,1.4,0.515,1.081,2.907,1.45,-0.215,-0.839,-0.612,-1.931,0.141,-0.068,-0.318,0.879
2010-02-25,1102.94,0.141,4,25,02,-0.823,0.13,-2.057,0.338,-0.608,0.019,-1.209,1.063,0.203,0.407,1.23,0.816,-0.839,0.88,-0.102,0.206,0.885,0.389,-1.06,1.186,0.032,0.88,0.0,3.343,0.232,1.139,-0.089,3.272,0.562,0.807,1.956,1.12,-0.625,0.308,-1.108,0.525,-0.208,0.762,-0.562,2.55
2010-02-24,1105.24,-0.208,3,24,02,0.961,-1.37,-2.09,-0.103,0.631,-0.792,-1.22,0.805,0.203,-0.202,-0.605,0.0,1.734,0.409,-0.982,-0.907,-0.491,-1.568,-2.382,0.215,0.848,-0.332,0.095,4.061,0.905,-0.461,-0.142,3.68,0.243,1.807,1.933,0.969,0.939,0.229,-0.622,0.475,0.972,-0.25,-0.136,2.482
2010-02-23,1094.6,0.972,2,23,02,-2.308,-2.184,-2.654,1.555,-1.414,-1.228,-1.284,1.102,-0.405,0.82,-0.606,0.306,-1.302,-0.974,-2.645,0.052,-1.082,-1.443,-1.245,2.635,-1.17,-0.872,0.064,4.83,-1.354,-1.214,-0.308,4.171,1.56,1.14,1.276,0.177,-0.703,-1.412,-1.247,0.139,-1.21,-1.314,-0.447,2.478
2010-02-22,1108.01,-1.21,1,22,02,0.127,-0.73,0.0,3.681,0.189,-0.432,0.265,1.902,1.23,-0.403,-0.202,0.714,0.333,-1.385,-1.011,1.82,-0.365,-0.827,-0.502,3.472,0.301,0.429,1.934,6.32,0.142,0.321,1.779,5.575,-0.414,0.124,-1.417,-2.303,-0.714,-0.849,-1.328,0.307,-0.105,0.114,1.2,3.502
2010-02-19,1109.17,-0.105,5,19,02,-0.856,-0.48,2.445,6.924,-0.619,-0.057,2.3,4.915,-1.613,-1.414,-0.408,0.103,-1.712,-1.688,0.308,5.004,-0.464,0.201,2.27,5.219,0.127,0.944,3.343,7.464,0.179,0.917,3.364,6.759,0.54,0.134,-0.82,-2.877,-0.136,0.167,1.651,2.362,0.219,0.879,3.13,4.961
2010-02-18,1106.75,0.219,4,18,02,0.379,0.735,2.029,6.774,0.566,0.699,2.05,3.477,0.202,0.202,0.609,1.018,0.025,0.379,0.076,5.696,0.668,0.328,2.66,5.063,0.816,1.499,3.962,6.259,0.737,1.453,3.827,5.794,-0.403,-1.538,-0.946,-3.272,0.304,-0.483,1.104,1.79,0.658,1.085,2.622,3.804
2010-02-17,1099.51,0.658,3,17,02,0.355,2.94,4.324,5.183,0.132,2.357,2.417,2.715,0.0,1.02,0.917,0.61,0.354,2.03,2.77,4.419,-0.338,2.065,3.929,4.676,0.677,2.376,4.763,5.81,0.712,2.425,4.493,5.311,-1.14,-0.954,-1.085,-2.669,-0.785,1.481,1.403,1.607,0.424,2.231,2.938,3.424
2010-02-16,1094.87,0.424,2,16,02,2.575,1.284,3.681,0.076,2.222,1.341,1.633,-1.6,1.02,0.406,0.917,-1.296,1.671,-0.302,2.86,-0.703,2.41,2.324,3.994,0.846,1.688,2.427,4.303,1.588,1.701,2.34,3.73,1.141,0.188,0.601,-0.899,0.011,2.284,1.594,1.656,-0.48,1.8,1.521,2.275,-0.22
2010-02-12,1075.51,1.8,5,12,02,-1.259,1.345,4.371,-3.003,-0.862,0.058,2.556,-4.749,-0.609,-0.102,0.513,-3.258,-1.941,0.725,4.681,-2.334,-0.084,1.826,2.884,-1.915,0.726,2.331,3.988,-0.764,0.628,2.019,3.284,-1.014,0.412,-0.133,-2.074,-1.335,-0.674,-0.077,0.699,-3.226,-0.274,0.691,1.776,-2.521
2010-02-11,1078.47,-0.274,4,11,02,2.636,2.367,4.651,-0.967,0.928,0.288,1.399,-2.32,0.51,0.51,0.407,-0.805,2.718,3.172,5.616,0.303,1.912,1.632,2.34,-1.126,1.593,1.832,2.21,-0.395,1.382,1.358,1.895,-0.247,-0.543,-1.492,-2.348,-1.459,0.601,0.061,0.679,-1.42,0.968,0.743,1.152,-0.984
2010-02-10,1068.13,0.968,3,10,02,-0.263,2.987,0.824,-0.914,-0.634,2.497,0.291,-1.448,0.0,0.615,-0.305,-0.305,0.442,3.928,1.604,0.704,-0.275,1.038,0.719,-0.793,0.235,1.619,0.999,-0.799,-0.024,1.24,0.784,-0.141,-0.954,-1.944,-1.602,-2.167,-0.537,0.777,0.201,0.652,-0.223,1.078,0.472,-0.535
2010-02-09,1070.52,-0.223,2,09,02,3.258,2.231,-3.477,-1.731,3.151,1.107,-3.181,-2.254,0.615,-0.102,-2.193,-1.703,3.471,2.369,-3.464,-0.13,1.317,0.697,-3.027,-1.005,1.38,0.371,-2.603,-2.122,1.264,0.529,-2.496,-1.561,-0.999,-0.87,0.919,-0.361,1.321,0.617,-2.102,0.369,1.304,0.406,-2.439,-1.292
2010-02-08,1056.74,1.304,1,08,02,-0.995,-2.1,-7.065,-5.491,-1.981,-2.152,-7.123,-6.832,-0.713,-0.915,-3.751,-3.274,-1.065,-2.236,-6.702,-3.026,-0.611,-0.316,-4.664,-2.337,-0.995,-0.61,-4.57,-5.11,-0.726,-0.451,-4.161,-4.007,0.13,0.349,0.755,0.59,-0.694,-0.572,-3.898,-1.816,-0.886,-0.599,-4.222,-3.714
2010-02-05,1066.19,-0.886,5,05,02,-1.116,-5.584,-5.368,-4.786,-0.175,-4.241,-3.668,-5.053,-0.203,-2.094,-1.207,-3.156,-1.184,-5.698,-5.03,-2.542,0.297,-3.698,-3.387,-2.678,0.39,-2.963,-2.549,-3.138,0.277,-3.009,-2.102,-3.165,0.218,1.804,0.911,0.404,0.124,-2.703,-2.085,-1.699,0.29,-2.833,-2.112,-2.379
2010-02-04,1063.11,0.29,4,04,02,-4.518,-5.072,-1.724,-5.714,-4.074,-5.08,-1.734,-5.428,-1.894,-2.863,0.0,-4.0,-4.568,-4.568,-0.886,-4.208,-3.983,-4.362,-1.501,-2.894,-3.34,-3.984,-1.78,-4.466,-3.277,-3.727,-0.918,-3.8,1.583,0.405,-0.574,0.218,-2.823,-3.345,0.45,-1.716,-3.114,-3.644,-1.002,-3.07
2010-02-03,1097.28,-3.114,3,03,02,-0.58,0.229,1.809,-0.53,-1.049,0.599,0.958,-0.204,-0.987,0.905,0.501,-1.377,0.0,0.708,3.454,1.971,-0.394,0.323,2.085,1.428,-0.667,0.427,0.494,-1.053,-0.465,0.935,0.958,-0.237,-1.16,-0.878,-1.268,-1.793,-0.538,0.635,2.525,0.756,-0.547,0.743,1.176,0.506
2010-02-02,1103.32,-0.547,2,02,02,0.814,3.527,1.694,-2.172,1.665,3.525,0.314,-1.11,1.911,2.947,0.496,-1.459,0.708,3.858,3.939,0.581,0.72,2.992,2.441,1.639,1.102,2.296,-0.566,-2.179,1.406,2.918,0.16,-1.877,0.285,-0.975,-0.164,-0.814,1.179,3.927,2.167,0.39,1.297,2.742,0.53,-1.179
2010-02-01,1089.19,1.297,1,01,02,2.691,1.576,0.614,-5.889,1.829,0.357,-1.439,-4.809,1.016,-0.401,-1.972,-2.835,3.128,2.727,2.62,-3.841,2.256,1.756,0.734,-0.542,1.181,0.066,-0.605,-4.835,1.49,0.023,-1.085,-4.495,-1.257,-0.393,-0.502,-0.643,2.716,1.878,0.394,-2.719,1.427,0.43,-0.273,-4.292
2010-01-29,1073.87,1.427,5,29,01,-1.085,-1.771,-4.06,-10.561,-1.446,-3.102,-3.759,-8.905,-1.403,-2.381,-4.0,-5.927,-0.39,0.078,-3.351,-10.311,-0.488,-0.535,-1.414,-4.986,-1.102,-2.798,-2.735,-7.309,-1.445,-2.679,-2.909,-6.634,0.874,0.819,0.797,1.641,-0.816,-1.694,-2.156,-6.987,-0.983,-2.153,-2.089,-6.639
2010-01-28,1084.53,-0.983,4,28,01,-0.693,-0.947,-2.297,-7.747,-1.68,-1.789,-1.151,-6.661,-0.992,-1.578,-1.868,-4.68,0.47,-0.104,-1.433,-7.093,-0.047,-1.004,-0.644,-3.951,-1.714,-0.67,-1.539,-4.554,-1.252,-1.108,-1.184,-4.057,-0.055,-0.109,-0.533,0.472,-0.885,-1.456,-1.725,-6.005,-1.182,-0.7,-0.662,-4.533
2010-01-27,1097.5,-1.182,3,27,01,-0.256,-2.331,-3.802,-8.176,-0.111,-0.679,-1.42,-6.556,-0.592,-1.659,-1.946,-3.908,-0.571,-3.427,-3.232,-9.02,-0.958,-0.884,-0.782,-4.909,1.062,0.065,-1.623,-4.302,0.145,-0.236,-2.034,-4.141,-0.055,-0.022,-0.651,1.149,-0.576,-0.471,-1.739,-5.941,0.488,0.066,-1.7,-4.437
2010-01-26,1092.17,0.488,2,26,01,-2.08,-1.363,-6.464,-8.179,-0.568,0.65,-3.42,-5.737,-1.073,-0.295,-0.88,-1.934,-2.872,-1.331,-6.296,-9.251,0.074,0.364,-1.267,-3.568,-0.987,-0.875,-4.256,-4.955,-0.381,-0.076,-3.447,-4.098,0.033,-0.424,-0.142,2.621,0.106,-0.272,-3.102,-5.383,-0.42,0.038,-4.031,-4.671
2010-01-25,1096.78,-0.42,1,25,01,0.732,-1.506,-6.776,-5.941,1.225,-0.746,-5.346,-4.4,0.787,-0.292,-2.008,-0.292,1.587,0.202,-7.201,-7.698,0.289,0.102,-3.623,-2.724,0.113,-1.686,-4.703,-2.769,0.306,-1.802,-3.837,-2.502,-0.457,-0.629,0.837,1.395,-0.378,-1.274,-4.937,-5.861,0.46,-1.764,-4.647,-3.471
2010-01-22,1091.76,0.46,5,22,01,-2.222,-5.171,-5.578,-8.119,-1.948,-4.043,-5.574,-6.67,-1.07,-0.587,-2.865,-0.392,-1.363,-5.032,-5.742,-11.346,-0.186,-1.625,-3.329,-5.033,-1.798,-3.411,-3.062,-3.937,-2.101,-3.373,-2.907,-3.905,-0.174,0.283,1.01,3.604,-0.9,-2.837,-4.355,-5.974,-2.214,-4.067,-3.897,-4.814
2010-01-21,1116.48,-2.214,4,21,01,-3.017,-5.35,-4.548,-6.227,-2.138,-4.635,-5.21,-4.035,0.489,-1.721,-2.002,1.581,-3.719,-7.388,-5.981,-9.977,-1.441,-3.721,-4.16,-3.592,-1.643,-3.069,-2.724,-2.573,-1.299,-2.072,-2.151,-2.036,0.458,1.475,1.812,3.214,-1.955,-3.71,-4.277,-4.056,-1.894,-2.934,-2.785,-2.489
2010-01-20,1138.04,-1.894,3,20,01,-2.407,-0.429,-1.833,-2.543,-2.552,-1.595,-2.399,-1.162,-2.199,-2.292,-1.064,2.3,-3.811,-0.748,-3.154,-6.223,-2.313,-1.732,-2.331,-1.696,-1.449,0.361,-0.73,-0.405,-0.784,0.482,-0.674,-0.125,1.013,0.725,2.767,2.698,-1.79,-1.563,-2.354,-2.536,-1.06,0.177,-0.667,-0.32
2010-01-19,1150.23,-1.06,2,19,01,2.026,0.848,0.896,-0.719,0.982,-0.604,0.999,1.035,-0.096,-0.286,1.751,3.667,3.185,1.519,-0.535,-4.017,0.595,-0.455,0.932,0.009,1.837,0.356,2.03,1.805,1.276,-0.08,1.388,1.141,-0.285,0.331,0.554,1.839,0.232,-0.588,-0.972,-1.071,1.25,0.154,1.233,1.151
2010-01-15,1136.03,1.25,5,15,01,-1.155,-1.41,-2.691,-2.487,-1.57,-0.817,-1.161,0.476,-0.191,1.257,2.547,4.179,-1.614,-2.425,-5.945,-5.86,-1.044,-0.61,-1.763,1.057,-1.455,-1.087,-0.903,-0.125,-1.339,-1.151,-1.028,0.41,0.619,2.028,2.568,0.763,-0.818,-0.804,-1.693,-0.447,-1.082,-0.842,-0.955,-0.043
2010-01-14,1148.46,-1.082,4,14,01,-0.259,0.047,-1.759,-0.632,0.765,1.613,1.24,2.168,1.451,2.043,3.656,5.005,-0.824,-2.023,-4.25,-2.341,0.439,1.394,0.593,2.031,0.373,1.668,0.155,1.0,0.191,1.47,0.117,2.031,1.4,0.221,1.378,0.791,0.014,-0.386,0.23,0.766,0.243,1.077,0.304,1.365
2010-01-13,1145.68,0.243,3,13,01,0.306,-1.299,-0.723,2.53,0.842,-0.347,1.268,4.052,0.584,1.273,3.4,6.16,-1.209,-3.608,-3.168,0.521,0.95,-1.161,0.65,3.942,1.29,0.187,0.327,3.107,1.277,0.125,0.553,3.545,-1.163,0.529,-0.067,-0.69,-0.4,-0.896,-0.186,2.17,0.833,-0.113,0.349,2.742
2010-01-12,1136.22,0.833,2,12,01,-1.601,-1.806,-1.601,2.563,-1.178,-0.367,0.035,2.461,0.686,1.581,1.883,4.684,-2.428,-2.273,-3.501,2.357,-2.091,-0.79,-0.915,3.329,-1.089,-1.488,-0.22,0.586,-1.138,-1.333,-0.244,0.959,1.712,1.154,1.278,0.0,-0.498,0.619,-0.1,1.716,-0.938,-0.765,-0.081,0.87
2010-01-11,1146.98,-0.938,1,11,01,-0.208,0.583,0.209,4.687,0.821,1.62,1.656,3.256,0.889,2.1,1.592,2.82,0.159,0.456,0.091,4.829,1.329,1.832,2.871,5.006,-0.403,0.14,0.784,1.629,-0.198,0.428,1.452,1.74,-0.549,-0.593,-1.759,-1.036,1.122,0.716,1.268,2.121,0.175,0.463,0.92,1.845
2010-01-08,1144.98,0.175,5,08,01,0.793,0.209,1.147,4.499,0.792,0.403,0.917,2.58,1.2,0.297,1.301,2.326,0.296,-1.257,1.994,4.315,0.496,-0.126,1.43,2.598,0.545,1.287,0.844,1.992,0.627,1.104,1.911,1.774,-0.045,0.123,-0.579,-0.19,-0.401,-0.714,0.535,0.637,0.288,0.689,1.058,1.525
2010-01-07,1141.69,0.288,4,07,01,-0.58,-0.372,3.277,4.029,-0.386,0.035,2.75,2.213,-0.892,-0.498,2.669,0.705,-1.548,-0.363,3.81,3.516,-0.619,1.021,3.271,2.27,0.738,0.643,2.771,1.278,0.474,1.02,2.976,1.088,0.168,-1.173,-0.623,-0.424,-0.314,0.547,2.361,1.66,0.4,0.455,2.385,1.35
