cdate,cp,pctlead,dow,dom,moy,eem4,eem5,eem6,eem7,efa4,efa5,efa6,efa7,ewj4,ewj5,ewj6,ewj7,fxi4,fxi5,fxi6,fxi7,gld4,gld5,gld6,gld7,iwm4,iwm5,iwm6,iwm7,mdy4,mdy5,mdy6,mdy7,tlt4,tlt5,tlt6,tlt7,xom4,xom5,xom6,xom7,gspc4,gspc5,gspc6,gspc7
2014-11-05,2023.57,0.378,3,05,11,-0.884,-0.789,-1.191,1.097,0.19,-0.379,0.589,1.494,-0.508,-3.13,2.35,4.44,-0.779,-0.228,0.025,2.122,-2.165,-2.104,-4.688,-7.233,0.181,-0.284,1.01,4.466,0.396,-0.031,1.313,3.103,-0.142,0.168,-0.335,-0.468,0.582,-0.199,0.656,0.614,0.57,0.285,1.45,3.003
2014-11-04,2012.1,0.57,2,04,11,0.096,-0.735,0.625,2.725,-0.568,-1.423,1.123,1.858,-2.636,-1.99,3.684,5.348,0.556,-0.401,0.913,3.299,0.062,-0.391,-3.599,-5.316,-0.464,-0.635,1.686,4.455,-0.425,-0.232,1.203,3.09,0.311,0.067,-0.109,-0.226,-0.777,-2.265,-0.074,0.436,-0.283,-0.295,1.503,3.141
2014-11-03,2017.81,-0.283,1,03,11,-0.83,-0.405,0.674,2.602,-0.86,0.971,0.923,3.426,0.663,5.657,7.055,8.879,-0.952,0.253,0.713,3.372,-0.453,-2.639,-5.038,-6.025,-0.172,1.297,1.918,6.801,0.194,1.344,1.519,5.062,-0.243,-0.502,-0.193,-1.417,-1.499,0.858,0.168,2.287,-0.012,1.161,1.65,4.707
2014-10-31,2018.05,-0.012,5,31,10,0.429,1.371,3.563,2.78,1.847,2.583,3.345,3.563,4.961,5.789,6.915,8.259,1.217,1.319,4.803,3.957,-2.196,-3.221,-4.574,-6.132,1.471,2.335,5.0,5.456,1.148,1.438,3.05,3.763,-0.259,-0.176,-0.575,-1.07,2.393,2.241,3.201,3.267,1.173,1.803,2.876,3.955
2014-10-30,1994.65,1.173,4,30,10,0.938,1.084,2.316,2.767,0.722,-0.048,0.9,2.901,0.789,1.323,2.043,2.957,0.101,0.458,2.096,3.11,-1.048,-2.464,-2.67,-3.848,0.852,0.613,3.421,5.637,0.287,0.173,1.767,4.986,0.084,0.31,-0.134,-1.605,-0.148,-0.683,-0.042,2.92,0.623,0.484,1.531,4.76
2014-10-29,1982.3,0.623,3,29,10,0.145,2.162,2.087,2.112,-0.764,0.743,0.727,2.803,0.529,1.064,1.604,4.205,0.357,3.438,2.364,3.06,-1.431,-1.398,-1.78,-2.168,-0.236,2.603,2.724,5.973,-0.114,1.589,1.865,5.756,0.227,-0.4,-0.117,-1.33,-0.536,0.939,0.51,3.706,-0.139,1.054,1.614,5.064
2014-10-28,1985.05,-0.139,2,28,10,2.015,1.219,1.915,3.104,1.519,0.948,2.48,5.527,0.532,0.71,1.704,4.132,3.071,1.63,2.64,3.889,0.034,-0.211,-1.039,-0.939,2.847,2.791,4.791,5.909,1.705,1.591,3.49,6.652,-0.625,-0.443,-1.226,-2.103,1.483,0.646,2.115,4.967,1.194,1.042,3.007,6.565
2014-10-27,1961.63,1.194,1,27,10,-0.78,-0.074,-0.756,0.148,-0.562,-0.016,0.211,2.979,0.178,0.535,1.257,3.202,-1.398,-1.039,-0.807,0.395,-0.245,-0.388,-1.633,-0.782,-0.054,0.117,0.434,4.137,-0.112,0.272,0.691,5.987,0.184,0.284,-0.498,-2.114,-0.825,-0.425,0.064,3.868,-0.15,0.554,1.048,5.323
2014-10-24,1964.58,-0.15,5,24,10,0.712,0.687,0.441,-0.34,0.549,1.517,1.983,2.945,0.357,0.987,0.896,2.457,0.364,0.993,0.993,1.391,-0.143,-0.83,-1.21,-0.202,0.171,1.946,2.143,5.24,0.384,1.869,3.164,6.003,0.1,-0.787,-1.473,-1.522,0.404,1.46,2.964,4.351,0.705,1.944,3.181,4.627
2014-10-23,1950.82,0.705,4,23,10,-0.025,-0.683,0.025,-0.464,0.962,0.227,2.061,2.637,0.628,0.718,2.559,2.747,0.627,0.234,0.68,1.183,-0.687,-1.25,-0.395,0.0,1.771,0.317,3.163,6.288,1.479,0.418,3.819,6.579,-0.887,-0.78,-1.214,-0.977,1.052,0.491,3.179,3.6,1.23,0.491,3.395,4.058
2014-10-22,1927.11,1.23,3,22,10,-0.658,-0.245,1.167,0.568,-0.729,0.459,2.973,1.524,0.09,-0.09,2.388,1.18,-0.391,0.0,1.217,1.458,-0.567,-0.384,0.101,1.488,-1.429,0.193,1.067,4.019,-1.045,1.271,3.056,3.742,0.108,-0.691,-0.887,0.516,-0.555,1.482,2.792,1.67,-0.73,1.213,3.455,1.101
2014-10-21,1941.28,-0.73,2,21,10,0.416,0.712,0.91,-0.966,1.196,1.83,2.763,0.734,-0.179,1.828,1.921,-0.358,0.392,0.445,1.212,0.078,0.184,0.866,0.866,2.023,1.646,2.838,3.687,4.244,2.341,3.387,5.26,2.993,-0.798,-0.438,-1.624,1.405,2.049,2.675,3.802,1.993,1.957,2.89,4.23,0.678
2014-10-20,1904.01,1.957,1,20,10,0.295,1.415,-0.777,-2.924,0.627,2.503,0.943,-3.127,2.011,2.479,1.547,-2.703,0.052,1.217,0.394,-1.948,0.681,0.486,1.02,1.983,1.172,0.872,3.032,-0.211,1.022,1.763,2.752,-1.75,0.363,-0.197,-0.049,1.776,0.614,1.291,1.347,-3.002,0.914,2.214,1.401,-3.295
2014-10-17,1886.76,0.914,5,17,10,1.117,0.197,-0.489,-1.761,1.865,0.915,0.564,-2.209,0.459,0.091,0.183,-4.035,1.164,0.764,0.499,-0.157,-0.193,0.0,0.397,2.26,-0.297,0.826,3.029,0.524,0.733,1.811,2.658,-1.329,-0.559,-1.192,0.24,1.433,0.673,1.097,0.407,-2.313,1.288,1.303,0.641,-2.498
2014-10-16,1862.76,1.288,4,16,10,-0.91,-2.162,-0.592,-3.706,-0.932,-1.522,-1.408,-5.628,-0.366,-0.91,-1.18,-5.057,-0.395,-0.813,0.239,-2.149,0.193,0.531,1.386,2.749,1.126,2.141,2.922,-0.837,1.071,0.972,0.666,-3.479,-0.637,0.148,1.416,3.379,0.421,0.055,-1.092,-4.147,0.014,-0.796,-2.275,-5.194
2014-10-15,1862.49,0.014,3,15,10,-1.263,-0.684,-1.859,-1.55,-0.596,-0.348,-1.974,-4.132,-0.546,0.092,-2.236,-4.957,-0.42,-0.263,-1.12,-0.341,0.337,0.397,1.148,3.822,1.004,2.186,0.538,-2.782,-0.097,0.832,-2.153,-4.767,0.79,1.449,3.079,4.104,-0.364,-0.683,-1.743,-3.94,-0.81,-0.653,-3.408,-5.356
2014-10-14,1877.7,-0.81,2,14,10,0.587,1.605,-2.163,0.562,0.249,0.116,-4.032,-3.558,0.641,-0.272,-4.185,-3.257,0.158,1.061,-2.332,1.708,0.059,0.85,0.953,1.585,1.169,0.764,-3.148,-3.023,0.93,-0.303,-4.382,-4.04,0.654,1.266,1.826,3.729,-0.319,-1.146,-4.291,-2.947,0.158,-1.492,-4.632,-3.518
2014-10-13,1874.74,0.158,1,13,10,1.012,-1.183,-1.279,0.516,-0.132,-1.631,-2.758,-4.83,-0.907,-2.326,-4.211,-5.699,0.902,-0.86,-0.653,1.575,0.791,0.748,1.856,1.499,-0.401,-1.613,-2.432,-3.228,-1.222,-2.96,-3.884,-4.712,0.608,1.607,1.19,2.157,-0.83,-1.067,-2.71,-2.175,-1.647,-2.773,-3.119,-3.67
2014-10-10,1906.13,-1.647,5,10,10,-2.173,-3.708,-3.132,-2.526,-1.501,-4.144,-4.28,-5.833,-1.431,-3.923,-3.923,-6.372,-1.746,-3.357,-2.382,-1.489,-0.043,0.102,1.344,1.188,-1.217,-3.882,-3.652,-4.216,-1.76,-4.091,-4.118,-4.829,0.993,0.553,1.936,3.251,-0.24,-3.181,-3.089,-2.605,-1.145,-3.188,-2.987,-3.354
2014-10-09,1928.21,-1.145,4,09,10,-1.569,-0.097,0.315,-0.361,-2.683,-1.145,-2.202,-4.472,-2.528,-1.93,-2.783,-5.574,-1.64,0.209,0.788,0.287,0.145,1.1,2.644,0.521,-2.698,-0.832,-3.301,-4.503,-2.373,-0.951,-2.672,-3.983,-0.436,-0.411,0.994,1.659,-2.949,-1.66,-2.236,-2.764,-2.066,-0.356,-2.017,-2.507
2014-10-08,1968.89,-2.066,3,08,10,1.496,0.598,2.785,-0.825,1.58,-0.143,0.495,-2.748,0.614,0.0,0.968,-3.694,1.88,1.01,4.137,-0.434,0.954,1.241,0.625,0.35,1.917,0.239,0.129,-1.935,1.456,-0.028,0.357,-1.888,0.025,1.376,1.869,2.922,1.328,0.095,1.404,-0.859,1.746,0.207,1.167,-0.704
2014-10-07,1935.1,1.746,2,07,10,-0.885,0.412,1.818,-1.847,-1.696,-1.069,-2.131,-3.86,-0.61,-0.87,-1.554,-3.553,-0.854,0.578,2.242,-1.795,0.284,1.527,-0.351,-0.877,-1.647,-2.49,-0.816,-2.915,-1.463,-1.737,-0.862,-2.538,1.35,1.41,0.956,2.746,-1.217,-0.586,0.549,-0.934,-1.513,-1.667,-0.568,-1.571
2014-10-06,1964.82,-1.513,1,06,10,1.308,2.174,0.626,-3.127,0.638,0.638,-1.622,-3.636,-0.261,0.968,-2.549,-3.207,1.444,3.096,0.914,-3.037,1.239,-0.608,-0.155,-0.871,-0.857,-0.11,-0.585,-2.955,-0.278,0.385,-0.742,-2.479,0.059,0.486,1.29,2.578,0.639,1.308,0.5,-1.357,-0.157,0.958,-0.379,-1.675
2014-10-03,1967.9,-0.157,5,03,10,0.855,1.4,-0.674,-3.008,0.0,-1.073,-2.322,-3.762,1.232,-0.691,-2.872,-2.377,1.628,1.655,-0.496,-2.559,-1.825,-1.85,-2.068,-2.543,0.753,1.716,-1.243,-1.5,0.665,0.89,-1.348,-1.707,0.427,-0.448,0.659,1.949,0.665,1.142,-0.54,-2.197,1.117,1.117,-0.501,-0.75
2014-10-02,1946.17,1.117,4,02,10,0.54,-1.516,-3.512,-4.369,-1.073,-2.246,-3.227,-4.568,-1.9,-3.483,-4.618,-3.729,0.027,-2.116,-4.389,-4.218,-0.026,0.456,-0.273,-0.094,0.955,-0.476,-2.061,-3.15,0.224,-1.123,-2.237,-3.139,-0.871,0.8,1.034,2.144,0.474,-0.797,-2.232,-3.356,0.001,-1.324,-1.85,-2.413
2014-10-01,1946.16,0.001,3,01,10,-2.045,-2.045,-3.599,-6.328,-1.185,-1.262,-1.767,-3.956,-1.614,-2.196,-2.03,-1.948,-2.142,-2.117,-3.949,-6.045,0.482,-0.222,-0.528,-0.273,-1.417,-2.909,-2.116,-5.414,-1.344,-2.218,-1.691,-4.666,1.686,1.112,1.773,3.168,-1.265,-1.663,-1.475,-4.386,-1.325,-1.6,-1.009,-3.195
2014-09-30,1972.29,-1.325,2,30,09,0.0,-2.027,-3.729,-5.092,-0.078,-1.004,-2.047,-3.142,-0.591,-1.175,-0.675,-0.17,0.026,-2.322,-3.916,-4.965,-0.701,-0.726,-0.718,-1.333,-1.513,-1.593,-2.384,-5.267,-0.887,-1.126,-1.75,-4.167,-0.564,0.233,1.272,2.748,-0.402,-1.446,-1.847,-2.65,-0.279,-0.533,-1.302,-1.942
2014-09-29,1977.8,-0.279,1,29,09,-2.027,-1.587,-2.35,-4.962,-0.926,-0.512,-1.474,-2.314,-0.588,0.169,0.509,1.024,-2.348,-1.872,-2.073,-5.131,-0.026,-0.307,-0.485,-0.434,-0.081,0.817,-0.261,-3.225,-0.242,0.54,-0.364,-2.974,0.802,0.654,1.282,3.661,-1.048,0.191,-1.666,-2.73,-0.255,0.601,-0.251,-1.188
2014-09-26,1982.85,-0.255,5,26,09,0.45,-1.737,-0.888,-3.897,0.419,-1.054,-1.386,-2.101,0.761,0.506,0.932,0.761,0.487,-1.632,0.179,-3.544,-0.281,0.009,0.18,-1.49,0.899,-0.803,-1.112,-2.893,0.783,-0.631,-0.923,-2.829,-0.146,1.036,1.098,2.573,1.252,-0.407,-1.15,-2.053,0.858,-0.773,-0.574,-0.807
2014-09-25,1965.99,0.858,4,25,09,-2.177,-0.775,-2.83,-3.076,-1.467,-0.967,-2.228,-2.095,-0.253,0.34,0.085,0.169,-2.108,-0.205,-2.182,-3.394,0.29,-0.179,0.256,-1.054,-1.687,-1.069,-3.369,-3.488,-1.403,-0.899,-3.027,-3.046,1.185,0.624,1.37,2.307,-1.638,-1.854,-2.955,-2.119,-1.617,-0.846,-2.209,-0.914
2014-09-24,1998.3,-1.617,3,24,09,1.433,0.864,-1.416,-1.416,0.507,-0.335,-1.118,-0.848,0.594,0.424,0.509,0.509,1.945,1.84,-1.092,-2.711,-0.468,0.171,-0.62,-1.124,0.629,-0.311,-2.954,-2.904,0.511,-0.295,-2.46,-2.057,-0.554,0.061,1.458,1.261,-0.219,-0.746,-0.818,0.042,0.783,0.201,-0.649,0.643
2014-09-23,1982.77,0.783,2,23,09,-0.561,-2.071,-2.676,-3.841,-0.837,-1.273,-0.852,-1.482,-0.169,-0.254,0.512,-0.423,-0.102,-1.981,-3.123,-4.938,0.642,0.436,0.051,-1.565,-0.934,-2.325,-2.972,-4.536,-0.802,-2.147,-2.619,-3.486,0.619,0.742,2.349,0.759,-0.528,-1.122,-1.082,-1.031,-0.578,-1.374,-0.939,-0.735
2014-09-22,1994.29,-0.578,1,22,09,-1.519,-2.261,-3.036,-3.95,-0.44,-0.785,-0.726,-1.203,-0.085,0.085,-0.169,-0.506,-1.881,-2.88,-3.716,-5.164,-0.205,-0.79,-1.666,-2.836,-1.404,-2.651,-1.8,-3.012,-1.357,-2.172,-1.923,-2.243,0.122,1.396,1.459,-0.191,-0.597,-0.072,-0.913,-0.279,-0.801,-0.849,-0.235,-0.07
2014-09-19,2010.4,-0.801,5,19,09,-0.754,-0.617,-0.252,-2.883,-0.347,0.426,0.137,-0.197,0.17,0.768,0.085,0.682,-1.018,-1.165,-1.239,-5.049,-0.586,-0.383,-1.306,-3.127,-1.265,-0.662,-0.123,-1.051,-0.826,-0.482,-0.019,-0.758,1.273,1.596,0.925,-0.942,0.528,0.041,0.862,-0.277,-0.048,0.441,1.324,1.104
2014-09-18,2011.36,-0.048,4,18,09,0.137,-0.793,0.0,-3.355,0.776,0.06,0.273,-0.136,0.597,-0.254,0.0,-0.338,-0.149,-0.861,-1.636,-4.753,0.204,-0.884,-0.507,-2.443,0.61,0.874,0.052,-0.969,0.347,0.254,0.413,-0.733,0.319,0.062,-0.194,-2.263,-0.484,-0.842,0.867,-1.186,0.489,0.619,1.3,0.491
2014-09-17,2001.57,0.489,3,17,09,-0.929,0.367,-1.197,-4.624,-0.71,-0.288,-0.635,-1.955,-0.846,-0.678,-0.93,-1.014,-0.714,-0.074,-1.873,-5.127,-1.086,-0.927,-1.615,-3.703,0.262,0.543,-1.612,-1.418,-0.092,0.465,-0.891,-1.174,-0.256,-0.661,-1.553,-2.532,-0.359,0.82,0.052,-2.196,0.13,0.879,0.206,-0.306
2014-09-16,1998.98,0.13,2,16,09,1.308,0.799,-0.943,-2.904,0.425,0.212,-0.481,-1.239,0.169,0.254,-0.337,-0.589,0.644,-0.781,-1.503,-3.698,0.16,0.38,-1.189,-2.181,0.28,-0.815,-1.234,-1.362,0.558,0.158,-0.326,-0.715,-0.405,-0.256,-1.627,-2.467,1.184,1.723,0.64,-0.946,0.748,0.677,0.165,0.067
2014-09-15,1984.13,0.748,1,15,09,-0.502,-1.559,-2.637,-4.41,-0.212,-0.348,-0.333,-2.124,0.085,-0.254,0.597,-1.09,-1.416,-1.8,-3.858,-4.018,0.22,-0.695,-1.845,-2.874,-1.092,-2.144,-0.929,-2.018,-0.398,-1.349,-0.739,-1.545,0.15,-0.899,-1.85,-3.263,0.532,-0.763,-1.129,-2.845,-0.071,-0.667,-0.217,-0.829
2014-09-12,1985.54,-0.071,5,12,09,-1.062,-1.728,-3.355,-2.667,-0.136,-0.692,-0.407,-1.227,-0.338,-0.59,-0.338,-1.091,-0.389,-0.727,-3.169,0.59,-0.912,-1.563,-1.946,-2.688,-1.063,-0.423,-1.021,-1.561,-0.956,-0.484,-1.141,-1.299,-1.047,-1.374,-2.073,-2.87,-1.288,-1.064,-2.035,-2.752,-0.596,-0.509,-0.799,-0.836
2014-09-11,1997.45,-0.596,4,11,09,-0.673,-1.095,-3.468,-1.775,-0.557,0.015,-1.328,-0.899,-0.253,0.853,-0.084,0.254,-0.339,-2.096,-3.316,1.581,-0.657,-1.158,-2.122,-3.544,0.647,1.242,0.198,0.043,0.476,0.619,-0.286,-0.057,-0.331,-0.959,-0.994,-3.755,0.227,-0.37,-2.247,-2.443,0.088,0.453,-0.511,-0.296
2014-09-10,1995.69,0.088,3,10,09,-0.425,-1.655,-1.98,-1.263,0.575,0.287,-0.761,-0.39,1.108,0.254,-0.252,0.338,-1.762,-2.459,-2.228,1.802,-0.505,-0.389,-1.004,-3.016,0.59,-0.601,-0.129,-0.043,0.142,-0.66,-0.39,-0.088,-0.631,-0.708,-0.854,-3.371,-0.596,-0.982,-1.576,-2.772,0.365,-0.292,-0.098,-0.053
2014-09-09,1988.44,0.365,2,09,09,-1.236,-2.399,-1.821,-1.821,-0.287,-1.343,-1.798,-1.402,-0.845,-0.929,-1.676,-1.013,-0.709,-1.246,-0.166,2.365,0.116,-0.975,-1.048,-1.987,-1.184,-1.031,-1.099,-1.142,-0.801,-0.9,-0.813,-0.353,-0.078,-0.035,-1.44,-2.248,-0.389,-1.884,-1.735,-2.15,-0.654,-0.96,-0.614,-0.584
2014-09-08,2001.54,-0.654,1,08,09,-1.178,-0.33,0.711,-0.088,-1.06,-1.045,-0.823,-0.927,-0.084,-0.505,-0.755,-0.588,-0.541,0.237,3.881,2.372,-1.09,-0.617,-0.756,-2.124,0.155,0.474,-0.546,-0.205,-0.099,0.272,-0.16,0.314,0.043,-0.147,-0.814,-1.338,-1.501,-0.6,-0.731,-1.877,-0.307,0.195,-0.037,0.076
2014-09-05,2007.71,-0.307,5,05,09,0.858,0.592,1.753,1.708,0.015,-0.461,0.435,0.149,-0.421,-0.754,0.339,-1.003,0.782,1.094,5.065,3.079,0.477,-0.074,-1.453,-0.554,0.319,-0.069,-0.154,0.544,0.371,0.088,0.229,0.749,-0.19,-1.406,-2.789,-1.699,0.915,0.151,-0.201,0.516,0.504,0.349,0.217,0.49
2014-09-04,1997.65,0.504,4,04,09,-0.263,1.045,0.731,1.587,-0.475,0.224,0.375,0.782,-0.335,-0.252,0.592,-0.252,0.309,3.635,4.121,3.179,-0.549,-0.14,-2.032,-1.388,-0.386,-1.015,0.086,0.694,-0.282,-0.43,0.303,0.728,-1.218,-0.668,-2.538,-1.142,-0.757,-0.132,-1.215,-0.142,-0.153,-0.231,0.046,0.465
2014-09-03,2000.72,-0.153,3,03,09,1.311,1.154,0.0,1.582,0.703,0.899,0.403,0.779,0.084,1.102,0.675,-0.666,3.316,3.929,2.535,3.418,0.411,-1.381,-0.949,-0.594,-0.631,-0.086,-0.043,1.094,-0.149,0.141,0.464,0.924,0.557,-1.403,-0.82,0.634,0.63,-0.352,-0.422,-0.171,-0.078,-0.132,0.03,0.419
2014-09-02,2002.28,-0.078,2,02,09,-0.155,-0.31,-0.794,-0.155,0.195,0.15,-0.105,0.496,1.017,0.846,0.168,-0.251,0.593,0.469,-1.452,-1.213,-1.784,-1.895,-1.378,-2.069,0.549,1.113,0.342,1.957,0.29,0.737,0.475,1.242,-1.949,-1.883,-0.528,0.638,-0.975,-1.085,-1.154,-1.214,-0.054,0.277,0.113,0.794
2014-08-29,2003.37,-0.054,5,29,08,-0.155,-1.141,-0.044,-0.199,-0.045,-0.492,-0.284,-0.015,-0.169,-0.422,-1.338,-1.83,-0.123,-1.341,-1.891,-2.317,-0.113,0.438,0.912,-0.658,0.561,0.043,0.7,0.97,0.445,0.322,0.518,1.195,0.067,0.591,1.121,2.47,-0.11,-0.07,0.719,-0.03,0.332,0.162,0.273,1.099
2014-08-28,1996.74,0.332,4,28,08,-0.987,-0.485,0.849,0.423,-0.447,-0.254,0.406,0.27,-0.253,-0.672,-0.839,-1.582,-1.219,-1.912,-0.905,-2.126,0.551,0.527,0.658,-0.768,-0.515,-0.762,0.608,0.756,-0.123,-0.26,0.424,1.35,0.524,1.38,1.432,2.085,0.04,-0.07,1.086,0.05,-0.169,-0.164,0.419,1.268
2014-08-27,2000.12,-0.169,3,27,08,0.507,1.109,1.582,2.404,0.194,0.209,0.374,1.376,-0.42,-0.92,-1.332,-1.003,-0.702,-0.558,0.861,-0.122,-0.024,0.473,0.358,-1.721,-0.248,0.657,1.137,2.752,-0.138,0.196,0.458,2.688,0.852,0.527,1.466,0.544,-0.11,0.79,0.252,0.505,0.005,0.11,0.389,2.305
2014-08-26,2000.02,0.005,2,26,08,0.599,1.341,0.644,1.613,0.015,0.662,0.601,1.073,-0.502,-0.168,-0.418,-0.418,0.145,1.027,0.243,0.707,0.497,0.13,-0.7,-2.343,0.907,1.38,1.609,2.808,0.334,0.686,0.764,2.592,-0.323,0.051,1.173,0.782,0.901,1.157,-0.06,0.555,0.105,0.584,0.68,2.293
2014-08-25,1997.92,0.105,1,25,08,0.737,0.468,-0.155,1.167,0.647,0.165,0.27,1.595,0.336,-0.416,-0.499,0.251,0.88,1.426,-0.434,-0.531,-0.365,-0.114,-1.556,-2.742,0.469,0.477,0.269,2.036,0.351,0.262,0.673,2.799,0.375,0.934,1.334,1.922,0.254,-0.534,-0.744,-0.343,0.479,0.279,0.824,2.63
2014-08-22,1988.4,0.479,5,22,08,-0.267,-0.688,-0.423,0.97,-0.479,-0.06,-0.135,1.512,-0.749,-0.251,-0.749,0.761,0.541,-0.777,-1.232,-0.195,0.252,-0.829,-1.416,-2.222,0.009,0.226,0.148,2.354,-0.089,0.077,0.922,3.313,0.557,1.121,0.644,2.205,-0.786,-1.204,-1.025,0.01,-0.199,0.095,0.845,2.826
2014-08-21,1992.37,-0.199,4,21,08,-0.422,-0.62,0.809,1.355,0.421,0.105,0.998,1.923,0.502,-0.083,0.334,1.35,-1.31,-1.834,-0.974,-0.902,-1.079,-1.444,-2.072,-2.445,0.217,-0.208,1.596,1.641,0.166,0.41,2.22,3.039,0.56,0.396,-0.909,0.978,-0.421,-0.211,0.252,0.557,0.295,0.544,1.908,2.863
2014-08-20,1986.51,0.295,3,20,08,-0.199,0.267,0.963,3.089,-0.315,-0.075,0.468,1.884,-0.582,-0.5,0.0,1.789,-0.531,-0.459,0.463,1.778,-0.369,-0.592,-1.655,-1.561,-0.424,-0.078,1.179,2.387,0.244,0.844,1.814,3.324,-0.164,-0.472,-0.386,0.407,0.211,0.181,0.616,-0.04,0.248,0.749,1.602,2.843
2014-08-19,1981.6,0.248,2,19,08,0.467,1.438,1.324,4.224,0.24,0.892,1.321,2.804,0.083,0.418,0.754,2.56,0.072,0.877,-0.096,3.939,-0.224,-0.638,-1.204,-1.189,0.348,1.808,1.763,3.822,0.599,1.803,2.112,4.156,-0.309,-1.3,0.58,0.354,-0.03,0.465,0.404,1.241,0.5,1.358,1.792,3.772
2014-08-18,1971.74,0.5,1,18,08,0.966,0.695,1.399,3.334,0.65,0.544,1.649,1.727,0.334,0.502,1.522,2.126,0.804,0.926,1.05,2.959,-0.414,-1.069,-0.818,-0.565,1.455,1.259,2.203,2.962,1.197,0.962,2.369,3.145,-0.994,0.086,1.551,1.604,0.495,0.434,1.046,0.546,0.853,0.847,1.965,2.682
2014-08-15,1955.06,0.853,5,15,08,-0.269,-0.112,0.542,1.644,-0.106,0.425,0.916,0.823,0.167,0.335,1.013,1.269,0.122,-0.965,0.073,1.483,-0.657,-0.571,-0.381,1.3,-0.194,-0.044,0.044,1.805,-0.232,0.304,0.801,2.053,1.091,1.905,1.905,2.687,-0.061,-0.061,0.304,0.845,-0.006,0.428,0.937,1.815
2014-08-14,1955.18,-0.006,4,14,08,0.157,0.699,2.105,0.36,0.532,1.1,1.409,-0.361,0.168,1.014,1.789,-0.5,-1.085,0.122,1.309,-0.122,0.087,0.254,0.095,1.871,0.15,0.933,1.194,1.746,0.537,1.394,1.482,1.803,0.805,1.464,0.796,1.908,0.0,0.609,-0.652,-1.039,0.435,1.108,1.221,0.835
2014-08-13,1946.72,0.435,3,13,08,0.542,0.655,2.862,1.135,0.565,0.488,1.464,-0.423,0.845,0.675,1.792,-0.5,1.22,1.048,4.039,1.842,0.167,0.191,0.016,1.463,0.782,0.088,2.024,2.494,0.852,0.496,2.001,1.784,0.654,0.0,-0.225,0.829,0.609,0.365,0.834,0.294,0.671,0.506,1.945,1.12
2014-08-12,1933.75,0.671,2,12,08,0.113,1.396,1.908,1.141,-0.076,0.306,0.076,-1.667,-0.169,0.767,0.595,-1.417,-0.171,1.185,1.89,1.235,0.024,-0.158,0.255,2.107,-0.688,0.258,0.743,1.232,-0.353,0.088,0.758,0.815,-0.649,-0.658,0.052,0.684,-0.243,-1.253,-0.495,-0.455,-0.164,0.112,0.704,0.16
2014-08-11,1936.92,-0.164,1,11,08,1.281,2.193,1.096,-0.74,0.383,0.971,-0.091,-3.234,0.937,1.109,0.254,-2.709,1.358,2.96,1.408,0.811,-0.182,-0.174,1.687,0.905,0.953,1.934,1.76,-0.395,0.442,1.498,1.241,-0.924,-0.009,-0.225,0.768,1.041,-1.013,0.468,0.54,-4.378,0.276,1.432,0.87,-1.683
2014-08-08,1931.59,0.276,5,08,08,0.9,0.506,-1.709,-2.477,0.586,-0.229,-1.746,-3.745,0.171,-0.17,-2.248,-3.533,1.581,0.696,-1.412,-1.123,0.008,0.414,1.774,0.791,0.971,0.483,0.546,-0.944,1.051,0.67,0.316,-1.181,-0.216,0.715,1.103,-0.354,1.496,0.768,-0.389,-3.679,1.153,0.591,-0.382,-1.947
2014-08-07,1909.57,1.153,4,07,08,-0.391,-1.073,-1.68,-3.925,-0.81,-1.052,-1.86,-4.503,-0.34,-0.846,-2.252,-3.934,-0.87,-1.507,-2.112,-2.899,0.406,1.865,1.447,0.478,-0.483,-0.171,0.461,-1.628,-0.377,-0.253,-0.213,-2.65,0.933,0.995,1.056,0.225,-0.717,0.071,-0.536,-5.845,-0.556,-0.554,-0.809,-3.504
2014-08-06,1920.24,-0.556,3,06,08,-0.685,-2.204,-0.753,-2.881,-0.244,-1.52,-1.742,-3.709,-0.508,-2.082,-2.0,-3.05,-0.642,-2.094,-0.642,0.05,1.453,1.355,1.848,-0.095,0.314,0.063,0.486,-1.646,0.125,-0.352,0.056,-2.454,0.061,0.385,0.632,-0.839,0.794,-1.149,0.04,-4.071,0.002,-0.967,-0.54,-2.937
2014-08-05,1920.21,0.002,2,05,08,-1.529,-0.613,-1.816,-2.602,-1.279,-0.817,-3.145,-3.869,-1.582,-1.418,-2.956,-2.233,-1.461,-0.614,-0.59,0.872,-0.097,-0.41,-0.769,-0.386,-0.251,0.632,-2.118,-2.844,-0.476,0.04,-2.138,-3.211,0.324,0.061,0.271,0.271,-1.927,-0.607,-4.891,-5.83,-0.969,-0.257,-2.531,-3.409
