cdate,cp,pctlead,pctlag1,pctlag2,pctlag4,pctlag8
2014-08-15,66.130,0.650,-0.106,0.425,0.916,0.823
2014-08-14,66.200,-0.106,0.532,1.100,1.409,-0.361
2014-08-13,65.850,0.532,0.565,0.488,1.464,-0.423
2014-08-12,65.480,0.565,-0.076,0.306,0.076,-1.667
2014-08-11,65.530,-0.076,0.383,0.971,-0.091,-3.234
2014-08-08,65.280,0.383,0.586,-0.229,-1.746,-3.745
2014-08-07,64.900,0.586,-0.810,-1.052,-1.860,-4.503
2014-08-06,65.430,-0.810,-0.244,-1.520,-1.742,-3.709
2014-08-05,65.590,-0.244,-1.279,-0.817,-3.145,-3.869
2014-08-04,66.440,-1.279,0.469,-0.225,-2.035,-2.395
2014-08-01,66.130,0.469,-0.691,-2.348,-2.693,-2.650
2014-07-31,66.590,-0.691,-1.669,-1.814,-2.001,-1.538
2014-07-30,67.720,-1.669,-0.147,-0.353,-0.747,-0.236
2014-07-29,67.820,-0.147,-0.206,-0.191,-0.367,0.698
2014-07-28,67.960,-0.206,0.015,-0.396,0.044,-0.381
2014-07-25,67.950,0.015,-0.410,-0.176,0.473,0.221
2014-07-24,68.230,-0.410,0.235,0.442,0.516,0.383
2014-07-23,68.070,0.235,0.206,0.651,1.069,0.889
2014-07-22,67.930,0.206,0.444,0.074,-0.425,0.742
2014-07-21,67.630,0.444,-0.368,0.416,-0.251,-0.807
2014-07-18,67.880,-0.368,0.787,-0.498,-0.132,-0.118
2014-07-17,67.350,0.787,-1.275,-0.664,-0.178,-1.937
2014-07-16,68.220,-1.275,0.619,0.368,1.172,-1.445
2014-07-15,67.800,0.619,-0.250,0.489,-0.557,-1.853
2014-07-14,67.970,-0.250,0.741,0.801,0.015,-1.450
2014-07-11,67.470,0.741,0.059,-1.041,-1.762,-1.316
2014-07-10,67.430,0.059,-1.100,-0.780,-2.586,-1.288
2014-07-09,68.180,-1.100,0.324,-0.728,-1.303,-0.132
2014-07-08,67.960,0.324,-1.048,-1.820,-1.464,-0.381
2014-07-07,68.680,-1.048,-0.780,-0.579,0.453,-1.773
2014-07-03,69.220,-0.780,0.203,0.362,1.332,-1.620
2014-07-02,69.080,0.203,0.159,1.038,1.186,-2.084
2014-07-01,68.970,0.159,0.878,0.966,1.099,-2.406
2014-06-30,68.370,0.878,0.088,0.146,-2.217,-2.732
2014-06-27,68.310,0.088,0.059,0.132,-2.914,-1.980
2014-06-26,68.270,0.059,0.073,-2.360,-3.232,-2.108
2014-06-25,68.220,0.073,-2.431,-3.042,-3.467,-2.151
2014-06-24,69.920,-2.431,-0.625,-0.893,-0.526,0.359
2014-06-23,70.360,-0.625,-0.269,-0.439,0.961,1.019
2014-06-20,70.550,-0.269,-0.170,0.370,1.161,0.786
2014-06-19,70.670,-0.170,0.541,1.406,1.363,0.741
2014-06-18,70.290,0.541,0.861,0.789,0.890,0.100
2014-06-17,69.690,0.861,-0.072,-0.043,0.057,-0.215
2014-06-16,69.740,-0.072,0.029,0.100,-0.371,0.548
2014-06-13,69.720,0.029,0.072,0.101,-0.613,0.490
2014-06-12,69.670,0.072,0.029,-0.471,-0.783,0.173
2014-06-11,69.650,0.029,-0.500,-0.713,-0.272,0.346
2014-06-10,70.000,-0.500,-0.214,-0.313,0.923,0.865
2014-06-09,70.150,-0.214,-0.100,0.444,1.110,1.696
2014-06-06,70.220,-0.100,0.544,1.240,0.963,1.459
2014-06-05,69.840,0.544,0.692,0.663,0.620,1.630
2014-06-04,69.360,0.692,-0.029,-0.273,-0.058,1.196
2014-06-03,69.380,-0.029,-0.244,-0.043,0.580,1.359
2014-06-02,69.550,-0.244,0.202,0.216,0.491,2.400
2014-05-30,69.410,0.202,0.014,0.623,1.004,1.551
2014-05-29,69.400,0.014,0.609,0.275,1.255,1.329
2014-05-28,68.980,0.609,-0.332,0.378,0.774,0.936
2014-05-27,69.210,-0.332,0.713,0.978,1.899,0.830
2014-05-23,68.720,0.713,0.263,0.394,0.541,-0.073
2014-05-22,68.540,0.263,0.131,0.913,0.073,-0.189
2014-05-21,68.450,0.131,0.780,0.146,0.161,0.337
2014-05-20,67.920,0.780,-0.629,-0.832,-1.049,-0.585
2014-05-19,68.350,-0.629,-0.204,0.015,-0.611,0.059
2014-05-16,68.490,-0.204,0.219,-0.219,-0.262,0.381
2014-05-15,68.340,0.219,-0.437,-0.625,0.176,-0.015
2014-05-14,68.640,-0.437,-0.189,-0.044,0.468,0.351
2014-05-13,68.770,-0.189,0.146,0.806,0.673,0.380
2014-05-12,68.670,0.146,0.660,0.512,0.645,0.512
2014-05-09,68.220,0.660,-0.146,-0.132,-0.190,0.250
2014-05-08,68.320,-0.146,0.015,0.132,-0.117,1.050
2014-05-07,68.310,0.015,0.117,-0.059,-0.292,1.350
2014-05-06,68.230,0.117,-0.176,-0.249,-0.132,0.738
2014-05-05,68.350,-0.176,-0.073,-0.234,0.441,0.901
2014-05-02,68.400,-0.073,-0.161,0.117,1.168,0.736
2014-05-01,68.510,-0.161,0.278,0.676,1.647,1.316
2014-04-30,68.320,0.278,0.397,1.050,0.871,1.170
2014-04-29,68.050,0.397,0.651,0.964,0.458,1.295
2014-04-28,67.610,0.651,0.312,-0.177,-0.427,1.884
2014-04-25,67.400,0.312,-0.487,-0.502,-0.325,1.140
2014-04-24,67.730,-0.487,-0.015,-0.250,0.296,2.219
2014-04-23,67.740,-0.015,-0.236,0.177,0.834,1.620
2014-04-22,67.900,-0.236,0.414,0.548,2.321,0.059
2014-04-21,67.620,0.414,0.133,0.655,1.471,0.925
2014-04-17,67.530,0.133,0.521,1.763,1.917,0.731
2014-04-16,67.180,0.521,1.236,0.810,0.780,-0.267
2014-04-15,66.360,1.236,-0.420,0.151,-2.210,-1.791
2014-04-14,66.640,-0.420,0.573,-0.030,-0.537,-1.653
2014-04-11,66.260,0.573,-0.600,-2.358,-1.163,-2.026
2014-04-10,66.660,-0.600,-1.768,-0.507,-1.039,-0.804
2014-04-09,67.860,-1.768,1.284,1.223,0.429,1.496
2014-04-08,67.000,1.284,-0.060,-0.534,-1.122,0.964
2014-04-07,67.040,-0.060,-0.475,-0.784,-0.872,1.530
2014-04-04,67.360,-0.475,-0.311,-0.590,0.238,1.999
2014-04-03,67.570,-0.311,-0.280,-0.089,1.062,3.429
2014-04-02,67.760,-0.280,0.192,0.833,2.110,3.990
2014-04-01,67.630,0.192,0.640,1.152,2.423,3.584
